,Unnamed: 0.1,Unnamed: 0,user_id,slurp_id,nlub_id,sentence,intent,recording_path
1409,1409,2368,FE-146,1054,1111,please save this song to my favorites,music_likeness,audio-1490193489.flac
1410,1410,56136,FE-146,8216,9615,what day is the meeting on,calendar_query,audio-1490193703.flac
1411,1411,56135,FE-146,8216,9615,what day is the meeting on,calendar_query,audio-1490193703-headset.flac
1412,1412,32267,FE-146,255,229,what music do i usually like after work,music_query,audio-1490195507.flac
1413,1413,26056,FE-146,16623,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1490193602.flac
1414,1414,49999,FE-146,6774,7933,set an event for friday,calendar_set,audio-1490193119-headset.flac
1415,1415,37399,FE-146,3663,4036,will it be warm on friday night,weather_query,audio-1490193329.flac
1416,1416,9613,FE-146,12326,14660,which place has more traffic,transport_traffic,audio-1490193440-headset.flac
1417,1417,9614,FE-146,12326,14660,which place has more traffic,transport_traffic,audio-1490193440.flac
1418,1418,32178,FE-146,2534,2798,next i want to hear shine down,play_music,audio-1490194230-headset.flac
1419,1419,32179,FE-146,2534,2798,next i want to hear shine down,play_music,audio-1490194230.flac
1420,1420,37398,FE-146,3663,4036,will it be warm on friday night,weather_query,audio-1490193329-headset.flac
1421,1421,37453,FE-146,3683,4059,google save all the songs i have listened to more than once,music_likeness,audio-1490193051-headset.flac
1422,1422,2814,FE-146,10653,12673,remove icecream from grocery,remove,audio-1490194949.flac
1423,1423,37454,FE-146,3683,4059,google save all the songs i have listened to more than once,music_likeness,audio-1490193051.flac
1424,1424,61641,FE-146,9671,11510,start playing american gods where i last stopped,play_audiobook,audio-1490195771.flac
1425,1425,10377,FE-146,12531,14902,what is the time of the morning train headed to chicago,transport_query,audio-1490195212.flac
1426,1426,49862,FE-146,6746,7903,set first week of june as holiday in my calendar,calendar_set,audio-1490194916.flac
1427,1427,55549,FE-146,8053,9414,do i work on the twenty fourth,calendar_query,audio-1490194128.flac
1428,1428,45263,FE-146,556,564,can i get some background music,play_music,audio-1490195981.flac
1429,1429,52736,FE-146,7375,8625,in march what meetings are available,calendar_query,audio-1490193679.flac
1430,1430,61640,FE-146,9671,11510,start playing american gods where i last stopped,play_audiobook,audio-1490195771-headset.flac
1431,1431,49861,FE-146,6746,7903,set first week of june as holiday in my calendar,calendar_set,audio-1490194916-headset.flac
1432,1432,26194,FE-146,16655,20166,tell me more about john smith,general_quirky,audio-1490194096-headset.flac
1433,1433,9718,FE-146,12355,14696,please arrange a train ticket for mee,transport_ticket,audio-1490193165-headset.flac
1434,1434,9719,FE-146,12355,14696,please arrange a train ticket for mee,transport_ticket,audio-1490193165.flac
1435,1435,42788,FE-146,4931,5583,what day is christmas,datetime_query,audio-1490194690-headset.flac
1436,1436,42789,FE-146,4931,5583,what day is christmas,datetime_query,audio-1490194690.flac
1437,1437,22933,FE-146,1587,1717,save my opinion on the currently playing song,music_likeness,audio-1490195398-headset.flac
1438,1438,26195,FE-146,16655,20166,tell me more about john smith,general_quirky,audio-1490194096.flac
1439,1439,50000,FE-146,6774,7933,set an event for friday,calendar_set,audio-1490193119.flac
1440,1440,32421,FE-146,2587,2867,add this channel to pandora,music_likeness,audio-1490195194.flac
1441,1441,42762,FE-146,4924,5573,what day is the fifteenth,datetime_query,audio-1490195823.flac
1442,1442,2813,FE-146,10653,12673,remove icecream from grocery,remove,audio-1490194949-headset.flac
1443,1443,55548,FE-146,8053,9414,do i work on the twenty fourth,calendar_query,audio-1490194128-headset.flac
1444,1444,53227,FE-146,7487,8753,give me a list of all my reminders,calendar_query,audio-1490195176.flac
1445,1445,45262,FE-146,556,564,can i get some background music,play_music,audio-1490195981-headset.flac
1446,1446,48227,FE-146,6359,7392,what fun things are there to do in this area,general_quirky,audio-1490195748-headset.flac
1447,1447,48228,FE-146,6359,7392,what fun things are there to do in this area,general_quirky,audio-1490195748.flac
1448,1448,32420,FE-146,2587,2867,add this channel to pandora,music_likeness,audio-1490195194-headset.flac
1449,1449,53226,FE-146,7487,8753,give me a list of all my reminders,calendar_query,audio-1490195176-headset.flac
1450,1450,13374,FE-146,13358,15942,what is fourteen divided by two,qa_maths,audio-1490194285.flac
1451,1451,37485,FE-146,369,345,switch off the lights,iot_hue_lightoff,audio-1490194384-headset.flac
1452,1452,37656,FE-146,3741,4133,what song is playing right now,music_query,audio-1490195021-headset.flac
1453,1453,37486,FE-146,369,345,switch off the lights,iot_hue_lightoff,audio-1490194384.flac
1454,1454,13373,FE-146,13358,15942,what is fourteen divided by two,qa_maths,audio-1490194285-headset.flac
1455,1455,42761,FE-146,4924,5573,what day is the fifteenth,datetime_query,audio-1490195823-headset.flac
1456,1456,37657,FE-146,3741,4133,what song is playing right now,music_query,audio-1490195021.flac
1457,1457,26055,FE-146,16623,20125,i need an email to be sent to comcast dot com about my service issues,email_sendemail,audio-1490193602-headset.flac
1458,1458,42906,FE-146,4962,5626,shuffle music,music_settings,audio-1490192533-headset.flac
1459,1459,42907,FE-146,4962,5626,shuffle music,music_settings,audio-1490192533.flac
1460,1460,10454,FE-146,12555,14925,how is the traffic,transport_traffic,audio-1490193869-headset.flac
1461,1461,56272,FE-146,8255,9662,cancel upcoming event,calendar_remove,audio-1490195367.flac
1462,1462,13104,FE-146,13270,15835,how did charlize theron learn how to speak english,qa_factoid,audio-1490193085-headset.flac
1463,1463,46535,FE-146,5891,6852,are there any alarms set what are they,alarm_query,audio-1490195924-headset.flac
1464,1464,55852,FE-146,8153,9535,what can you tell me about the dance on friday,calendar_query,audio-1490192881.flac
1465,1465,13105,FE-146,13270,15835,how did charlize theron learn how to speak english,qa_factoid,audio-1490193085.flac
1466,1466,10455,FE-146,12555,14925,how is the traffic,transport_traffic,audio-1490193869.flac
1467,1467,56271,FE-146,8255,9662,cancel upcoming event,calendar_remove,audio-1490195367-headset.flac
1468,1468,55879,FE-146,816,858,play some music,play_music,audio-1490193482-headset.flac
1469,1469,10453,FE-146,12555,14925,how is the traffic,transport_traffic,audio-1490193414.flac
1470,1470,15265,FE-146,13897,16662,exchange euro to dollar,qa_currency,audio-1490193531.flac
1471,1471,55880,FE-146,816,858,play some music,play_music,audio-1490193482.flac
1472,1472,10452,FE-146,12555,14925,how is the traffic,transport_traffic,audio-1490193414-headset.flac
1473,1473,53304,FE-146,7504,8775,who is coming to the meeting tomorrow at ten am,calendar_query,audio-1490193096.flac
1474,1474,46536,FE-146,5891,6852,are there any alarms set what are they,alarm_query,audio-1490195924.flac
1475,1475,31983,FE-146,2489,2750,change volume,audio_volume_other,audio-1490195885-headset.flac
1476,1476,26477,FE-146,16734,20262,have i gotten any emails from amazon in the last two days,email_query,audio-1490195727-headset.flac
1477,1477,26478,FE-146,16734,20262,have i gotten any emails from amazon in the last two days,email_query,audio-1490195727.flac
1478,1478,14051,FE-146,13558,16207,how many miles is it from los angeles california to austin texas,qa_factoid,audio-1490193566-headset.flac
1479,1479,51644,FE-146,7125,8341,set the event to recur on the first monday of the month,calendar_set,audio-1490193132-headset.flac
1480,1480,51645,FE-146,7125,8341,set the event to recur on the first monday of the month,calendar_set,audio-1490193132.flac
1481,1481,46401,FE-146,5857,6807,deactivate smart plug socket,iot_wemo_off,audio-1490194264.flac
1482,1482,23263,FE-146,15950,19325,respond to the email from john doe,email_sendemail,audio-1490195068.flac
1483,1483,25911,FE-146,16591,20088,i just got an email from bill i need to answer it right now,email_sendemail,audio-1490195818-headset.flac
1484,1484,55851,FE-146,8153,9535,what can you tell me about the dance on friday,calendar_query,audio-1490192881-headset.flac
1485,1485,23262,FE-146,15950,19325,respond to the email from john doe,email_sendemail,audio-1490195068-headset.flac
1486,1486,25912,FE-146,16591,20088,i just got an email from bill i need to answer it right now,email_sendemail,audio-1490195818.flac
1487,1487,61136,FE-146,9551,11358,run radio six hundred and sixty five,play_radio,audio-1490194908.flac
1488,1488,13006,FE-146,13245,15803,would you own a dog if you were able to,general_quirky,audio-1490194447-headset.flac
1489,1489,13007,FE-146,13245,15803,would you own a dog if you were able to,general_quirky,audio-1490194447.flac
1490,1490,19529,FE-146,15073,18270,describe the features of a two thousand and seventeen toyota eighty six for me,general_quirky,audio-1490193068.flac
1491,1491,19528,FE-146,15073,18270,describe the features of a two thousand and seventeen toyota eighty six for me,general_quirky,audio-1490193068-headset.flac
1492,1492,61135,FE-146,9551,11358,run radio six hundred and sixty five,play_radio,audio-1490194908-headset.flac
1493,1493,51825,FE-146,717,749,please read me the last news from boston tribute,news_query,audio-1490192505-headset.flac
1494,1494,31984,FE-146,2489,2750,change volume,audio_volume_other,audio-1490195885.flac
1495,1495,15264,FE-146,13897,16662,exchange euro to dollar,qa_currency,audio-1490193531-headset.flac
1496,1496,19208,FE-146,14984,18147,tell me the exchange rate of ten dollar to euro,qa_currency,audio-1490193334-headset.flac
1497,1497,9535,FE-146,12300,14628,call me a taxi,transport_taxi,audio-1490194361.flac
1498,1498,37284,FE-146,3639,4007,get news from fox,news_query,audio-1490195961.flac
1499,1499,19209,FE-146,14984,18147,tell me the exchange rate of ten dollar to euro,qa_currency,audio-1490193334.flac
1500,1500,32791,FE-146,2677,2969,which date is today,datetime_query,audio-1490194079.flac
1501,1501,48130,FE-146,6326,7360,i need to have better focus olly i couldn't concentrate on a single task,general_quirky,audio-1490193846-headset.flac
1502,1502,9534,FE-146,12300,14628,call me a taxi,transport_taxi,audio-1490194361-headset.flac
1503,1503,61366,FE-146,9617,11448,play me this mornings show from one thousand and nineteen,play_radio,audio-1490195512-headset.flac
1504,1504,32790,FE-146,2677,2969,which date is today,datetime_query,audio-1490194079-headset.flac
1505,1505,48314,FE-146,6390,7429,what information do you capture about me,general_quirky,audio-1490193647.flac
1506,1506,48131,FE-146,6326,7360,i need to have better focus olly i couldn't concentrate on a single task,general_quirky,audio-1490193846.flac
1507,1507,48313,FE-146,6390,7429,what information do you capture about me,general_quirky,audio-1490193647-headset.flac
1508,1508,26005,FE-146,16610,20112,i need to see if i got any new email,email_query,audio-1490194303-headset.flac
1509,1509,26006,FE-146,16610,20112,i need to see if i got any new email,email_query,audio-1490194303.flac
1510,1510,61367,FE-146,9617,11448,play me this mornings show from one thousand and nineteen,play_radio,audio-1490195512.flac
1511,1511,53303,FE-146,7504,8775,who is coming to the meeting tomorrow at ten am,calendar_query,audio-1490193096-headset.flac
1512,1512,15229,FE-146,13883,16645,google i. b. m. stock prices,qa_stock,audio-1490193630-headset.flac
1513,1513,25556,FE-146,165,145,i fancy some coffee now,iot_coffee,audio-1490195413.flac
1514,1514,55500,FE-146,8041,9398,what time does my next meeting start,calendar_query,audio-1490193156-headset.flac
1515,1515,55501,FE-146,8041,9398,what time does my next meeting start,calendar_query,audio-1490193156.flac
1516,1516,9904,FE-146,12406,14756,show me the train schedules between madrid and barcelona for tomorrow,transport_query,audio-1490192727.flac
1517,1517,9903,FE-146,12406,14756,show me the train schedules between madrid and barcelona for tomorrow,transport_query,audio-1490192727-headset.flac
1518,1518,45387,FE-146,5598,6457,when i will get the delivery,takeaway_query,audio-1490194115.flac
1519,1519,45386,FE-146,5598,6457,when i will get the delivery,takeaway_query,audio-1490194115-headset.flac
1520,1520,15230,FE-146,13883,16645,google i. b. m. stock prices,qa_stock,audio-1490193630.flac
1521,1521,42608,FE-146,4894,5535,today's news,news_query,audio-1490195044-headset.flac
1522,1522,17304,FE-146,14432,17384,how much yens per u. s. d. today,qa_currency,audio-1490194670.flac
1523,1523,42609,FE-146,4894,5535,today's news,news_query,audio-1490195044.flac
1524,1524,37283,FE-146,3639,4007,get news from fox,news_query,audio-1490195961-headset.flac
1525,1525,61311,FE-146,9603,11430,play the rock radio station,play_radio,audio-1490194005-headset.flac
1526,1526,61312,FE-146,9603,11430,play the rock radio station,play_radio,audio-1490194005.flac
1527,1527,25555,FE-146,165,145,i fancy some coffee now,iot_coffee,audio-1490195413-headset.flac
1528,1528,17303,FE-146,14432,17384,how much yens per u. s. d. today,qa_currency,audio-1490194670-headset.flac
1529,1529,14137,FE-146,13578,16236,what does hesitant mean,qa_definition,audio-1490193020.flac
1530,1530,56735,FE-146,8379,9810,are there any events coming up,recommendation_events,audio-1490193369-headset.flac
1531,1531,55392,FE-146,8012,9369,tell me the meetings i have for the week,calendar_query,audio-1490193057-headset.flac
1532,1532,11621,FE-146,12896,15385,please book a ticket on train no using my debit card,transport_query,audio-1490195990.flac
1533,1533,46113,FE-146,5779,6703,weather of chicago,weather_query,audio-1490193360.flac
1534,1534,58852,FE-146,8952,10574,notify me of the meeting on tuesday,calendar_set,audio-1490195596-headset.flac
1535,1535,58853,FE-146,8952,10574,notify me of the meeting on tuesday,calendar_set,audio-1490195596.flac
1536,1536,46112,FE-146,5779,6703,weather of chicago,weather_query,audio-1490193360-headset.flac
1537,1537,28092,FE-146,1723,1869,what will the weather conditions of lucknow on ninth feb two thousand and seventeen,weather_query,audio-1490195221.flac
1538,1538,28091,FE-146,1723,1869,what will the weather conditions of lucknow on ninth feb two thousand and seventeen,weather_query,audio-1490195221-headset.flac
1539,1539,57626,FE-146,8600,10081,give me more information about the scheduled event on the thirtieth of march,calendar_query,audio-1490194152.flac
1540,1540,40240,FE-146,4342,4840,lower the volume of the speakers,audio_volume_down,audio-1490195663.flac
1541,1541,40239,FE-146,4342,4840,lower the volume of the speakers,audio_volume_down,audio-1490195663-headset.flac
1542,1542,57625,FE-146,8600,10081,give me more information about the scheduled event on the thirtieth of march,calendar_query,audio-1490194152-headset.flac
1543,1543,44123,FE-146,5259,5995,thumbs up this song,music_likeness,audio-1490194574-headset.flac
1544,1544,44124,FE-146,5259,5995,thumbs up this song,music_likeness,audio-1490194574.flac
1545,1545,14514,FE-146,13673,16362,list the latest apple stock prices,qa_stock,audio-1490193761.flac
1546,1546,14513,FE-146,13673,16362,list the latest apple stock prices,qa_stock,audio-1490193761-headset.flac
1547,1547,29394,FE-146,195,173,what is the time,datetime_query,audio-1490194889-headset.flac
1548,1548,29395,FE-146,195,173,what is the time,datetime_query,audio-1490194889.flac
1549,1549,20812,FE-146,15393,18648,complain to the restaurant about the food i was served,social_post,audio-1490195878.flac
1550,1550,6267,FE-146,11495,13719,play shane dawson podcast,play_podcasts,audio-1490193990-headset.flac
1551,1551,6268,FE-146,11495,13719,play shane dawson podcast,play_podcasts,audio-1490193990.flac
1552,1552,20811,FE-146,15393,18648,complain to the restaurant about the food i was served,social_post,audio-1490195878-headset.flac
1553,1553,24986,FE-146,16367,19827,who sent me emails this week,email_query,audio-1490193584-headset.flac
1554,1554,24987,FE-146,16367,19827,who sent me emails this week,email_query,audio-1490193584.flac
1555,1555,11597,FE-146,12887,15370,what is the amount for train ticket booking,transport_query,audio-1490194140-headset.flac
1556,1556,11598,FE-146,12887,15370,what is the amount for train ticket booking,transport_query,audio-1490194140.flac
1557,1557,58697,FE-146,8914,10518,what time is my appointment on april fourth,calendar_query,audio-1490195797-headset.flac
1558,1558,58698,FE-146,8914,10518,what time is my appointment on april fourth,calendar_query,audio-1490195797.flac
1559,1559,7542,FE-146,11837,14100,show me some vegan restaurants close by,recommendation_locations,audio-1490193263-headset.flac
1560,1560,7543,FE-146,11837,14100,show me some vegan restaurants close by,recommendation_locations,audio-1490193263.flac
1561,1561,11030,FE-146,12701,15110,how bad is traffic this morning,transport_traffic,audio-1490193431-headset.flac
1562,1562,55026,FE-146,7931,9282,remind me about my eye exam at walmart on the twenty sixth,calendar_set,audio-1490194345-headset.flac
1563,1563,40370,FE-146,4373,4884,play my best song,play_music,audio-1490194729.flac
1564,1564,40369,FE-146,4373,4884,play my best song,play_music,audio-1490194729-headset.flac
1565,1565,41260,FE-146,456,452,change the bedroom lights to green,iot_hue_lightchange,audio-1490193161.flac
1566,1566,55027,FE-146,7931,9282,remind me about my eye exam at walmart on the twenty sixth,calendar_set,audio-1490194345.flac
1567,1567,11031,FE-146,12701,15110,how bad is traffic this morning,transport_traffic,audio-1490193431.flac
1568,1568,20803,FE-146,15392,18645,did anyone message me on facebook,social_query,audio-1490194799-headset.flac
1569,1569,20804,FE-146,15392,18645,did anyone message me on facebook,social_query,audio-1490194799.flac
1570,1570,11620,FE-146,12896,15385,please book a ticket on train no using my debit card,transport_query,audio-1490195990-headset.flac
1571,1571,41259,FE-146,456,452,change the bedroom lights to green,iot_hue_lightchange,audio-1490193161-headset.flac
1572,1572,10994,FE-146,12698,15105,when is the last departing train from boston massachusetts,transport_query,audio-1490193374.flac
1573,1573,14987,FE-146,13791,16511,how much does a bowling ball cost,qa_factoid,audio-1490195786.flac
1574,1574,58917,FE-146,8969,10604,cancel future event from place i worked,calendar_remove,audio-1490195555-headset.flac
1575,1575,29681,FE-146,1983,2182,set alarm half an hour from my meal time,alarm_set,audio-1490195386.flac
1576,1576,59144,FE-146,9032,10694,please give me notice when i need to leave for the conference,calendar_set,audio-1490193693-headset.flac
1577,1577,43529,FE-146,5098,5794,brew coffee,iot_coffee,audio-1490194527.flac
1578,1578,59145,FE-146,9032,10694,please give me notice when i need to leave for the conference,calendar_set,audio-1490193693.flac
1579,1579,44344,FE-146,5311,6062,hey play playlist tactics from music,play_music,audio-1490194280-headset.flac
1580,1580,44345,FE-146,5311,6062,hey play playlist tactics from music,play_music,audio-1490194280.flac
1581,1581,43528,FE-146,5098,5794,brew coffee,iot_coffee,audio-1490194527-headset.flac
1582,1582,29749,FE-146,1997,2201,can you search trump,news_query,audio-1490195107-headset.flac
1583,1583,29680,FE-146,1983,2182,set alarm half an hour from my meal time,alarm_set,audio-1490195386-headset.flac
1584,1584,29750,FE-146,1997,2201,can you search trump,news_query,audio-1490195107.flac
1585,1585,7971,FE-146,11954,14225,where is a theatre in my area,recommendation_locations,audio-1490193598.flac
1586,1586,50897,FE-146,6947,8128,do i have any appointments tomorrow afternoon,calendar_query,audio-1490194298.flac
1587,1587,24206,FE-146,16167,19586,i need to send a reply to charlotte,email_sendemail,audio-1490192662.flac
1588,1588,50896,FE-146,6947,8128,do i have any appointments tomorrow afternoon,calendar_query,audio-1490194298-headset.flac
1589,1589,24205,FE-146,16167,19586,i need to send a reply to charlotte,email_sendemail,audio-1490192662-headset.flac
1590,1590,39897,FE-146,4264,4751,how may jokes do you know,general_joke,audio-1490192553.flac
1591,1591,39896,FE-146,4264,4751,how may jokes do you know,general_joke,audio-1490192553-headset.flac
1592,1592,57258,FE-146,8505,9966,what's on my calendar this month,calendar_query,audio-1490195977.flac
1593,1593,7970,FE-146,11954,14225,where is a theatre in my area,recommendation_locations,audio-1490193598-headset.flac
1594,1594,29122,FE-146,1903,2080,brief me about today's football match,news_query,audio-1490194966.flac
1595,1595,24322,FE-146,16197,19623,what is jeff's number,email_querycontact,audio-1490192549-headset.flac
1596,1596,10933,FE-146,12678,15079,are there any trips to location a provided by the train,transport_query,audio-1490192586-headset.flac
1597,1597,58918,FE-146,8969,10604,cancel future event from place i worked,calendar_remove,audio-1490195555.flac
1598,1598,6092,FE-146,11447,13652,go to the third episode of this podcast,play_podcasts,audio-1490193466.flac
1599,1599,6091,FE-146,11447,13652,go to the third episode of this podcast,play_podcasts,audio-1490193466-headset.flac
1600,1600,10993,FE-146,12698,15105,when is the last departing train from boston massachusetts,transport_query,audio-1490193374-headset.flac
1601,1601,25085,FE-146,16397,19863,will you send the email to greg,email_sendemail,audio-1490195908-headset.flac
1602,1602,25086,FE-146,16397,19863,will you send the email to greg,email_sendemail,audio-1490195908.flac
1603,1603,54488,FE-146,7805,9133,please set a monthly reminder for paying rent,calendar_set,audio-1490195267.flac
1604,1604,54487,FE-146,7805,9133,please set a monthly reminder for paying rent,calendar_set,audio-1490195267-headset.flac
1605,1605,24323,FE-146,16197,19623,what is jeff's number,email_querycontact,audio-1490192549.flac
1606,1606,41472,FE-146,4616,5180,order a large pan pizza with ham and mushrooms from pizza hut,takeaway_order,audio-1490193556-headset.flac
1607,1607,6017,FE-146,11426,13625,most viewed list,lists_query,audio-1490195743-headset.flac
1608,1608,41473,FE-146,4616,5180,order a large pan pizza with ham and mushrooms from pizza hut,takeaway_order,audio-1490193556.flac
1609,1609,14764,FE-146,13739,16446,tell me the best exchange rate,qa_currency,audio-1490195248-headset.flac
1610,1610,14765,FE-146,13739,16446,tell me the best exchange rate,qa_currency,audio-1490195248.flac
1611,1611,10936,FE-146,12678,15079,are there any trips to location a provided by the train,transport_query,audio-1490193282.flac
1612,1612,29558,FE-146,197,175,what time is it,datetime_query,audio-1490195814-headset.flac
1613,1613,10935,FE-146,12678,15079,are there any trips to location a provided by the train,transport_query,audio-1490193282-headset.flac
1614,1614,10934,FE-146,12678,15079,are there any trips to location a provided by the train,transport_query,audio-1490192586.flac
1615,1615,6018,FE-146,11426,13625,most viewed list,lists_query,audio-1490195743.flac
1616,1616,29121,FE-146,1903,2080,brief me about today's football match,news_query,audio-1490194966-headset.flac
1617,1617,29104,FE-146,190,168,turn on the plug,iot_wemo_on,audio-1490195882.flac
1618,1618,29103,FE-146,190,168,turn on the plug,iot_wemo_on,audio-1490195882-headset.flac
1619,1619,43873,FE-146,520,523,what time is it right now,datetime_query,audio-1490194741-headset.flac
1620,1620,43874,FE-146,520,523,what time is it right now,datetime_query,audio-1490194741.flac
1621,1621,41106,FE-146,453,448,what is today's date,datetime_query,audio-1490193147-headset.flac
1622,1622,58229,FE-146,8785,10339,schedule meeting with our employees regarding bonus,calendar_set,audio-1490193182-headset.flac
1623,1623,58230,FE-146,8785,10339,schedule meeting with our employees regarding bonus,calendar_set,audio-1490193182.flac
1624,1624,41107,FE-146,453,448,what is today's date,datetime_query,audio-1490193147.flac
1625,1625,20565,FE-146,1533,1657,what news has happened on cnn today,news_query,audio-1490194511.flac
1626,1626,20564,FE-146,1533,1657,what news has happened on cnn today,news_query,audio-1490194511-headset.flac
1627,1627,24748,FE-146,1630,1771,raise the volume of the current music,audio_volume_up,audio-1490193965-headset.flac
1628,1628,41108,FE-146,453,448,what is today's date,datetime_query,audio-1490193742-headset.flac
1629,1629,58306,FE-146,8804,10364,set reminder on calendar for,calendar_set,audio-1490194335-headset.flac
1630,1630,58307,FE-146,8804,10364,set reminder on calendar for,calendar_set,audio-1490194335.flac
1631,1631,16052,FE-146,1409,1518,play sholay,play_music,audio-1490194778.flac
1632,1632,43929,FE-146,521,524,give me the time,datetime_query,audio-1490193425-headset.flac
1633,1633,24665,FE-146,16275,19714,initiate polling for new email,email_query,audio-1490195428.flac
1634,1634,24664,FE-146,16275,19714,initiate polling for new email,email_query,audio-1490195428-headset.flac
1635,1635,43930,FE-146,521,524,give me the time,datetime_query,audio-1490193425.flac
1636,1636,41109,FE-146,453,448,what is today's date,datetime_query,audio-1490193742.flac
1637,1637,16051,FE-146,1409,1518,play sholay,play_music,audio-1490194778-headset.flac
1638,1638,47306,FE-146,607,616,set mute for twenty mins,audio_volume_mute,audio-1490195503-headset.flac
1639,1639,24749,FE-146,1630,1771,raise the volume of the current music,audio_volume_up,audio-1490193965.flac
1640,1640,15990,FE-146,14071,16889,tell me what i wore yesterday,general_quirky,audio-1490194664-headset.flac
1641,1641,57998,FE-146,8712,10227,check my agenda for today,calendar_query,audio-1490195761-headset.flac
1642,1642,57999,FE-146,8712,10227,check my agenda for today,calendar_query,audio-1490195761.flac
1643,1643,11229,FE-146,12761,15192,is it bumper to bumper,transport_traffic,audio-1490195025-headset.flac
1644,1644,46257,FE-146,5819,6764,play some blues by atif aslam,play_music,audio-1490193446-headset.flac
1645,1645,28469,FE-146,1795,1954,what is the date today,datetime_query,audio-1490194087-headset.flac
1646,1646,28470,FE-146,1795,1954,what is the date today,datetime_query,audio-1490194087.flac
1647,1647,54882,FE-146,7890,9233,clear haircut today,calendar_remove,audio-1490194892-headset.flac
1648,1648,57890,FE-146,8675,10174,who is going to my meeting at nine am,calendar_query,audio-1490193716.flac
1649,1649,15991,FE-146,14071,16889,tell me what i wore yesterday,general_quirky,audio-1490194664.flac
1650,1650,57889,FE-146,8675,10174,who is going to my meeting at nine am,calendar_query,audio-1490193716-headset.flac
1651,1651,46209,FE-146,5805,6745,you'll be able to turn that device on or off using your smartphone or tablet,iot_wemo_on,audio-1490195526.flac
1652,1652,46208,FE-146,5805,6745,you'll be able to turn that device on or off using your smartphone or tablet,iot_wemo_on,audio-1490195526-headset.flac
1653,1653,7112,FE-146,11704,13966,latest event in new york city,recommendation_events,audio-1490195041.flac
1654,1654,7111,FE-146,11704,13966,latest event in new york city,recommendation_events,audio-1490195041-headset.flac
1655,1655,7338,FE-146,11778,14039,where is a good wine bar near me,recommendation_locations,audio-1490193509-headset.flac
1656,1656,7339,FE-146,11778,14039,where is a good wine bar near me,recommendation_locations,audio-1490193509.flac
1657,1657,47250,FE-146,6061,7062,make the coffee,iot_coffee,audio-1490192391-headset.flac
1658,1658,47251,FE-146,6061,7062,make the coffee,iot_coffee,audio-1490192391.flac
1659,1659,54883,FE-146,7890,9233,clear haircut today,calendar_remove,audio-1490194892.flac
1660,1660,57257,FE-146,8505,9966,what's on my calendar this month,calendar_query,audio-1490195977-headset.flac
1661,1661,47307,FE-146,607,616,set mute for twenty mins,audio_volume_mute,audio-1490195503.flac
1662,1662,57823,FE-146,8652,10145,can you notify the event in my calendar,calendar_set,audio-1490193002.flac
1663,1663,21780,FE-146,15664,18991,change status,social_post,audio-1490195077-headset.flac
1664,1664,58556,FE-146,8878,10465,what do i have going on next friday,calendar_query,audio-1490194466-headset.flac
1665,1665,40576,FE-146,441,434,what are the latest news headlines,news_query,audio-1490195873.flac
1666,1666,40575,FE-146,441,434,what are the latest news headlines,news_query,audio-1490195873-headset.flac
1667,1667,58557,FE-146,8878,10465,what do i have going on next friday,calendar_query,audio-1490194466.flac
1668,1668,6516,FE-146,11573,13823,what's around tonight,recommendation_events,audio-1490192718.flac
1669,1669,6515,FE-146,11573,13823,what's around tonight,recommendation_events,audio-1490192718-headset.flac
1670,1670,11555,FE-146,12871,15348,book for me a train ticket to california,transport_ticket,audio-1490192785-headset.flac
1671,1671,47347,FE-146,6080,7087,will i need my heavy coat after lunch today,weather_query,audio-1490194578.flac
1672,1672,7506,FE-146,11827,14090,where can i go tonight,recommendation_events,audio-1490195852-headset.flac
1673,1673,29027,FE-146,189,167,mute volume,audio_volume_mute,audio-1490192458.flac
1674,1674,7507,FE-146,11827,14090,where can i go tonight,recommendation_events,audio-1490195852.flac
1675,1675,29045,FE-146,1891,2065,how the weather today,weather_query,audio-1490195656-headset.flac
1676,1676,29046,FE-146,1891,2065,how the weather today,weather_query,audio-1490195656.flac
1677,1677,11576,FE-146,12879,15357,search earliest trains too brooklyn ny weekends and holidays,transport_query,audio-1490194167-headset.flac
1678,1678,11577,FE-146,12879,15357,search earliest trains too brooklyn ny weekends and holidays,transport_query,audio-1490194167.flac
1679,1679,6458,FE-146,11565,13813,could you suggest some fun in new york,recommendation_events,audio-1490195080.flac
1680,1680,6457,FE-146,11565,13813,could you suggest some fun in new york,recommendation_events,audio-1490195080-headset.flac
1681,1681,29026,FE-146,189,167,mute volume,audio_volume_mute,audio-1490192458-headset.flac
1682,1682,46258,FE-146,5819,6764,play some blues by atif aslam,play_music,audio-1490193446.flac
1683,1683,47346,FE-146,6080,7087,will i need my heavy coat after lunch today,weather_query,audio-1490194578-headset.flac
1684,1684,21956,FE-146,15702,19038,it would be nice if you post status for me,social_post,audio-1490193351-headset.flac
1685,1685,28820,FE-146,1854,2028,what's the time now,datetime_query,audio-1490193015-headset.flac
1686,1686,28821,FE-146,1854,2028,what's the time now,datetime_query,audio-1490193015.flac
1687,1687,57822,FE-146,8652,10145,can you notify the event in my calendar,calendar_set,audio-1490193002-headset.flac
1688,1688,43736,FE-146,5162,5867,i wanna get up at six am,alarm_set,audio-1490195706.flac
1689,1689,40737,FE-146,4454,4980,what is the current time in delhi,datetime_query,audio-1490195155.flac
